,ACCIDENTDATE,XMLIMPORTNOTES,ACCIDENT_WEEKDAY_Friday,ACCIDENT_WEEKDAY_Monday,ACCIDENT_WEEKDAY_Saturday,ACCIDENT_WEEKDAY_Sunday,ACCIDENT_WEEKDAY_Thursday,ACCIDENT_WEEKDAY_Tuesday,ACCIDENT_WEEKDAY_Wednesday,ACCIDENTLOCATION_At intersection,ACCIDENTLOCATION_At railway crossing,ACCIDENTLOCATION_At/near private drive,ACCIDENTLOCATION_Intersection related,ACCIDENTLOCATION_Non intersection,ACCIDENTLOCATION_Overpass or bridge,ACCIDENTLOCATION_Underpass or tunnel,LIGHT_Dark,"LIGHT_Dark, artificial",LIGHT_Dawn,"LIGHT_Dawn, artificial",LIGHT_Daylight,"LIGHT_Daylight, artificial",LIGHT_Dusk,"LIGHT_Dusk, artificial",LIGHT_Unknown,LIGHT_nan,ROADJURISDICTION_County or district,ROADJURISDICTION_Municipal (excl. Twp. Rd.),ROADJURISDICTION_Private property,ROADJURISDICTION_Regional municipality,ROADJURISDICTION_Township,ROADJURISDICTION_unknown,TRAFFICCONTROL_No control,TRAFFICCONTROL_Ped. crossover,TRAFFICCONTROL_Police control,TRAFFICCONTROL_School bus,TRAFFICCONTROL_School guard,TRAFFICCONTROL_Stop sign,TRAFFICCONTROL_Traffic controller,TRAFFICCONTROL_Traffic gate,TRAFFICCONTROL_Traffic signal,TRAFFICCONTROL_Yield sign,TRAFFICCONTROL_unknown,TRAFFICCONTROLCONDITION_Functioning,TRAFFICCONTROLCONDITION_Missing/Damaged,TRAFFICCONTROLCONDITION_Not Applicable,TRAFFICCONTROLCONDITION_Not applicable,TRAFFICCONTROLCONDITION_Not functioning,TRAFFICCONTROLCONDITION_Obscured,ENVIRONMENTCONDITION1_Clear,ENVIRONMENTCONDITION1_Drifting Snow,"ENVIRONMENTCONDITION1_Fog, mist, smoke, dust",ENVIRONMENTCONDITION1_Freezing Rain,ENVIRONMENTCONDITION1_Rain,ENVIRONMENTCONDITION1_Snow,ENVIRONMENTCONDITION1_Strong wind
5617,2019-02-19 09:00:00,Road 1: STANSON CLOSE; Road 2: EDGEHILL DR; Vehicle #1     Make: MERZ     Model: CWC     Colour: SIL     Style: 4D; Vehicle #2     Make:      Model:      Colour:      Style:,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5618,2019-02-19 08:45:00,Road 1: 34 VERONA ST; Vehicle #1     Make: HOND     Model: UCL     Colour: GRY     Style: 4D; Vehicle #2     Make:      Model:      Colour:      Style:,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5619,2019-04-18 20:06:00,Road 1: HURON RD (50 km/h); Road 2: MILL PARK DR; Distance: 500.0 K W; Vehicle #1     Make: GMC     Model: C45     Colour: WHI     Style: DP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5620,2019-04-17 16:30:00,Road 1: BAIRD AVE; Road 2: GIBSON DR; Vehicle #1     Make: NISS     Model: S18     Colour: BLU     Style: 4D; Vehicle #2     Make: TOYT     Model: TIM     Colour: BLU     Style: 4B,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5621,2019-04-18 16:25:00,Road 1: PIONER DRIVE; Road 2: HOMER WATSON; Vehicle #1     Make: MITS     Model: LRL     Colour: RED     Style: 4D,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5622,2019-04-17 09:10:00,Road 1: WILSON AVE; Road 2: FAIRWAY RD S; Distance: 30.0 M S; Vehicle #1     Make: DODG     Model: CAR     Colour: WHI     Style: FV; Vehicle #2     Make: LNDR     Model: RSP     Colour: BLK     Style: TY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5623,2019-04-20 15:59:00,Road 1: DOON VILLAGE RD (50 km/h); Road 2: BECHTEL DR (50 km/h); Vehicle #1     Make: HOND     Model: UCL     Colour: GRY     Style: 4D; Vehicle #2     Make: DODG     Model: CAR     Colour: RED     Style: VN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5624,2019-04-20 20:54:00,Road 1: NEWBURY DR (50 km/h); Road 2: COVINGTON CRESCENT (50 km/h); Distance:  K; Vehicle #1     Make: KIA     Model: RES     Colour: GRY     Style: 4D,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5625,2019-04-21 00:27:00,Road 1: KINZIE AVE (50 km/h); Road 2: HAROLD AVE (50 km/h); Vehicle #1     Make:      Model:      Colour:      Style:,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5626,2019-04-21 08:15:00,Road 1: PARK ST; Road 2: UNION ST; Vehicle #1     Make: TOYT     Model: SIE     Colour: RED     Style: VN; Vehicle #2     Make: MITS     Model: LES     Colour: BLU     Style: 4D,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5627,2019-04-19 17:50:00,Road 1: 83 SETTLERS DR; Road 2: THE COUNTRY WAY; Distance:  S; Vehicle #1     Make: DODG     Model: CAR     Colour: WHI     Style: VN; Vehicle #2     Make:      Model:      Colour:      Style:,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5628,2019-04-19 16:20:00,Road 1: OPRINGTON DR; Road 2: BENESFORT DR; Distance:  S; Vehicle #1     Make: VOLK     Model: CFT     Colour: BLK     Style: 4D; Vehicle #2     Make:      Model:      Colour:      Style:,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5629,2019-04-20 17:30:00,Road 1: BLOCK LINE RD; Road 2: STRASBURG RD; Vehicle #1     Make: CHEV     Model: EQU     Colour: RED     Style: TY; Vehicle #2     Make:      Model:      Colour:      Style: ; Vehicle #3     Make: TOYT     Model: MTL     Colour: GRY     Style: 4D,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5630,2019-04-21 15:00:00,Road 1: MT HOPE ST; Road 2: KING ST W; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: TOYT     Model: CBL     Colour: GRY     Style: 4D,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5631,2019-04-18 22:00:00,Road 1: JANSEN AVE; Road 2: FAIRWAY RD N; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: TOYT     Model: UCS     Colour: RED     Style: 4D,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5632,2019-04-22 15:50:00,Road 1: JUBILEE DR; Road 2: DAVID ST; Vehicle #1     Make: MAZD     Model: M3I     Colour: SIL     Style: 4D; Vehicle #2     Make: HYUN     Model: ESM     Colour: RED     Style: 4D,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5633,2019-04-23 09:20:00,Road 1: DOON VILLAGE RD; Road 2: HOMER WATSON BLVD; Vehicle #1     Make: TOYT     Model: CBL     Colour: RED     Style: 4D; Vehicle #2     Make:      Model:      Colour:      Style:,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5634,2019-04-03 14:45:00,Road 1: 111 MADISON AVE S; Vehicle #1     Make: CHEV     Model: EQU     Colour: BLU     Style: TY; Vehicle #2     Make:      Model:      Colour:      Style:,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5635,2019-04-23 11:30:00,Road 1: KING ST E (50 km/h); Road 2: BORDEN AVE S (50 km/h); Vehicle #1     Make: HOND     Model: UCL     Colour: BLU     Style: 2D,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5636,2019-04-23 13:40:00,Road 1: GLASGOW ST; Road 2: GRUHN ST; Vehicle #1     Make: HOND     Model: CCL     Colour: BLK     Style: 4D; Vehicle #2     Make: INTL     Model: PRO     Colour: WHI     Style: CT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5637,2019-04-23 15:06:00,Road 1: WILSON AVE; Road 2: KINGS WAY DRIVE; Vehicle #1     Make: STRN     Model: AXR     Colour: BRN     Style: 4D; Vehicle #2     Make: CHRY     Model: 3TR     Colour: BLU     Style: 4D,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5638,2019-04-24 07:30:00,Road 1: RIVER RD E; Road 2: GRAND RIVER BLVD; Distance: 10.0 M S; Vehicle #1     Make: HOND     Model: HRV     Colour: WHI     Style: TY; Vehicle #2     Make: HOND     Model: CRV     Colour: BRN     Style: TY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5639,2019-04-24 15:30:00,Road 1: 842 STRASBURG RD (IFO); Vehicle #1     Make: TOYT     Model: RG4     Colour: GRY     Style: TY; Vehicle #2     Make:      Model:      Colour:      Style:,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5640,2019-04-21 15:00:00,Road 1: SAINT LEGER ST (IFO 468); Vehicle #1     Make: HOND     Model: UEX     Colour: GRY     Style: 4D; Vehicle #2     Make: HYUN     Model: ESS     Colour: RED     Style: 4D,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5641,2019-04-24 16:50:00,Road 1: SHIRLEY AVE; Road 2: RIVERBEND DR; Vehicle #1     Make: DODG     Model: CAR     Colour: BLU     Style: VN; Vehicle #2     Make: HYUN     Model: SFT     Colour: GRY     Style: TY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5642,2019-03-17 17:33:00,Road 1: SPADINA RD W; Road 2: NORTH DR; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: TOYT     Model: CEP     Colour: GRY     Style: 4D,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5643,2019-03-01 16:15:00,Road 1: 229 NORTHMANOR CRESCENT; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: DODG     Model: CAR     Colour: GRY     Style: VN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5644,2019-03-01 15:30:00,Road 1: GLASGOW ST; Road 2: PARK ST; Vehicle #1     Make: KIA     Model: RIO     Colour: BLU     Style: 4D; Vehicle #2     Make:      Model:      Colour:      Style:,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5645,2019-02-27 13:00:00,Road 1: BELMONT AVE W; Road 2: QUEEN'S BLVD; Vehicle #1     Make: HOND     Model: UCD     Colour: WHI     Style: 4D; Vehicle #2     Make: HYUN     Model: ESM     Colour: GRY     Style: 4D,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5646,2019-02-27 19:30:00,Road 1: 298 VERONICA DR; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: TOYT     Model: SCM     Colour: WHI     Style: 4B,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5647,2019-02-27 10:45:00,Road 1: BELMOUNT AVE; Road 2: QUEENS BLVD; Vehicle #1     Make: GMC     Model: SIE     Colour: WHI     Style: PK; Vehicle #2     Make:      Model:      Colour:      Style:,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5648,2019-02-27 09:00:00,Road 1: FALLOWFIELD DR; Road 2: BLOCK LINE RD; Vehicle #1     Make: NISS     Model: MSV     Colour: BLK     Style: 4D; Vehicle #2     Make: FORD     Model: EDG     Colour: BLK     Style: TY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5649,2019-02-26 09:15:00,Road 1: PINE VALLEY DR (IFO 382); Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: NISS     Model: SBL     Colour: BLU     Style: 4D,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5650,2019-02-28 14:30:00,Road 1: BINGEMANS CENTRE DR; Road 2: VICTORIA ST N; Distance: 20.0 M N; Vehicle #1     Make: NISS     Model: JUK     Colour: WHI     Style: TY; Vehicle #2     Make: HOND     Model: UAX     Colour: BLK     Style: 4D,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5651,2019-02-28 15:45:00,Road 1: ROSEMOUNT DR (IFO 354); Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: FORD     Model: FE     Colour: WHI     Style: 4D,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5652,2019-03-10 12:30:00,Road 1: QUEEN ST N; Road 2: WEBER ST W; Vehicle #1     Make: HOND     Model: CUS     Colour: BLK     Style: 4D; Vehicle #2     Make: DODG     Model: AXT     Colour: SIL     Style: 4D,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5653,2019-03-03 16:00:00,Road 1: CARYNDALE DR; Road 2: BIEHN DR; Distance: 60.0 M N; Vehicle #1     Make:      Model:      Colour:      Style: ; Vehicle #2     Make: MAZD     Model: 3SP     Colour: SIL     Style: 4B,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5654,2019-03-04 15:30:00,Road 1: KING ST E; Road 2: EBY ST S; Vehicle #1     Make: ACUR     Model: ATL     Colour: GRY     Style: 4D; Vehicle #2     Make:      Model:      Colour:      Style:,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5655,2019-04-25 17:22:00,Road 1: BLOCK LINE RD; Road 2: LAURENTIAN DR; Vehicle #1     Make: CHRY     Model: INT     Colour: GLD     Style: 4D; Vehicle #2     Make: CHEV     Model: UPL     Colour: RED     Style: VN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
